----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 127841
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 2604, constraints m = 6949
Cones:	primal zero / dual free vars: 1296
	linear vars: 2605
	soc vars: 1212, soc blks: 12
	sd vars: 1836, sd blks: 12
Setup time: 2.38e-02s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  2.80e-03 
   100| 8.57e-03  4.11e-02  6.17e-03 -2.50e-01 -2.41e-01  1.28e-15  1.21e-01 
   200| 8.61e-03  2.36e-02  7.24e-03 -2.54e-01 -2.43e-01  1.30e-15  2.38e-01 
   300| 7.62e-03  2.06e-02  7.59e-03 -2.55e-01 -2.43e-01  0.00e+00  3.49e-01 
   400| 6.19e-03  1.53e-02  7.50e-03 -2.54e-01 -2.43e-01  0.00e+00  4.62e-01 
   500| 4.98e-03  1.15e-02  7.04e-03 -2.54e-01 -2.43e-01  0.00e+00  5.84e-01 
   600| 3.62e-03  9.54e-03  6.00e-03 -2.52e-01 -2.43e-01  0.00e+00  7.07e-01 
   700| 2.20e-03  8.05e-03  4.48e-03 -2.50e-01 -2.44e-01  0.00e+00  8.27e-01 
   800| 1.30e-03  7.87e-03  3.41e-03 -2.49e-01 -2.44e-01  0.00e+00  9.47e-01 
   900| 7.57e-04  5.84e-03  2.68e-03 -2.48e-01 -2.44e-01  0.00e+00  1.07e+00 
  1000| 2.93e-04  6.65e-03  2.10e-03 -2.47e-01 -2.44e-01  0.00e+00  1.19e+00 
  1100| 2.62e-04  4.37e-03  1.85e-03 -2.47e-01 -2.44e-01  0.00e+00  1.31e+00 
  1200| 1.57e-04  5.20e-03  1.75e-03 -2.47e-01 -2.45e-01  0.00e+00  1.43e+00 
  1300| 1.66e-04  4.43e-03  1.73e-03 -2.47e-01 -2.45e-01  0.00e+00  1.55e+00 
  1400| 1.97e-04  3.44e-03  1.60e-03 -2.47e-01 -2.45e-01  0.00e+00  1.67e+00 
  1500| 8.35e-05  4.47e-03  1.59e-03 -2.47e-01 -2.45e-01  0.00e+00  1.79e+00 
  1600| 1.80e-04  2.80e-03  1.58e-03 -2.47e-01 -2.45e-01  0.00e+00  1.91e+00 
  1700| 7.04e-05  4.14e-03  1.53e-03 -2.47e-01 -2.45e-01  0.00e+00  2.03e+00 
  1800| 1.55e-04  2.92e-03  1.48e-03 -2.47e-01 -2.45e-01  0.00e+00  2.15e+00 
  1900| 1.08e-04  3.20e-03  1.51e-03 -2.47e-01 -2.45e-01  0.00e+00  2.27e+00 
  2000| 9.02e-05  3.15e-03  1.48e-03 -2.47e-01 -2.45e-01  0.00e+00  2.39e+00 
  2100| 1.47e-04  2.39e-03  1.42e-03 -2.47e-01 -2.45e-01  0.00e+00  2.50e+00 
  2200| 6.39e-05  3.16e-03  1.43e-03 -2.47e-01 -2.45e-01  0.00e+00  2.61e+00 
  2300| 1.23e-04  2.08e-03  1.43e-03 -2.47e-01 -2.45e-01  0.00e+00  2.72e+00 
  2400| 8.11e-05  2.78e-03  1.39e-03 -2.47e-01 -2.45e-01  0.00e+00  2.84e+00 
  2500| 1.14e-04  2.28e-03  1.36e-03 -2.47e-01 -2.45e-01  0.00e+00  2.95e+00 
