solver,instance,sense,timelimit,status,objval_reported,objbound,calc_objgap,calc_status,solvertime,totaltime,nodecount,filename,rel_objval_error,max_linear_violation,max_soc_violation,max_socrot_violation,max_exp_violation,max_psd_violation,max_int_violation,validator_status,validator_relobjdiff,conic_subproblem_count,conic_optimal_count,conic_infeasible_count,conic_relaxation_status,conic_subproblem_time,conic_relaxation_time,mip_subproblem_time,iteration_count
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,ck_n75_m10_o1_5.cbf,Max,3600.0,Optimal,30802.0,30802.0,0.0,conv,0.5566980838775635,0.6144809722900391,1032,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.ck_n75_m10_o1_5.txt,0.0,1.9817480989559044e-14,-Inf,0.0,-Inf,-Inf,1.5543122344752192e-15,Optimal,0.0,14,10,4,Optimal,7.50e-02,2.11e-02,5.12e-01, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,ck_n75_m10_o3_5.cbf,Max,3600.0,Optimal,29489.0,29489.0,0.0,conv,1.8998560905456543,1.9454669952392578,5948,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.ck_n75_m10_o3_5.txt,0.0,5.684341886080802e-14,-Inf,0.0,-Inf,-Inf,8.881784197001252e-16,Optimal,0.0,18,11,7,Optimal,1.14e-01,2.55e-02,1.84e+00, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,ck_n75_m10_o5_5.cbf,Max,3600.0,Optimal,29070.0,29070.0,0.0,conv,2.1262388229370117,2.1676011085510254,7135,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.ck_n75_m10_o5_5.txt,0.0,5.684341886080802e-14,-Inf,0.0,-Inf,-Inf,1.1102230246251565e-15,Optimal,0.0,23,16,7,Optimal,1.38e-01,2.60e-02,2.07e+00, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,ck_n75_m20_o1_5.cbf,Max,3600.0,Optimal,27332.0,27332.0,0.0,conv,0.9635260105133057,1.0068998336791992,724,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.ck_n75_m20_o1_5.txt,0.0,1.4210854715202004e-14,-Inf,0.0,-Inf,-Inf,8.881784197001252e-16,Optimal,0.0,10,7,3,Optimal,9.40e-02,4.98e-02,8.69e-01, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,ck_n75_m20_o3_5.cbf,Max,3600.0,Optimal,25584.0,25584.0,0.0,conv,6.21091103553772,6.254771947860718,6776,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.ck_n75_m20_o3_5.txt,0.0,5.684341886080802e-14,-Inf,0.0,-Inf,-Inf,5.551115123125783e-16,Optimal,0.0,26,16,10,Optimal,2.19e-01,5.44e-02,6.11e+00, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,ck_n75_m20_o5_5.cbf,Max,3600.0,Optimal,24838.0,24838.0,0.0,conv,3.928713083267212,3.9784979820251465,5994,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.ck_n75_m20_o5_5.txt,0.0,5.684341886080802e-14,-Inf,5.1358171049287193e-8,-Inf,-Inf,2.220446049250313e-16,Optimal,0.0,31,17,14,Optimal,3.54e-01,5.40e-02,3.83e+00, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,classical_50_0.cbf,Min,3600.0,Suboptimal,-0.09074141582983794,-0.090742471800806,1.1635862189034561e-5,conv,46.38818383216858,46.38898682594299,18614,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.classical_50_0.txt,0.0,8.638401105542926e-11,2.9077157348567084e-11,-Inf,-Inf,-Inf,0.0,Optimal,9.510462471168812e-9,125,117,8,Optimal,3.90e-01,9.01e-03,4.60e+01, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,classical_50_1.cbf,Min,3600.0,Optimal,-0.09476023119976283,-0.09476023378270607,2.7254795114435272e-8,conv,13.13117504119873,13.132072925567627,5820,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.classical_50_1.txt,0.0,4.705780209945942e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,0.0,74,71,3,Optimal,2.53e-01,9.66e-03,1.31e+01, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,estein4_A.cbf,Min,3600.0,Optimal,0.8013654952726907,0.8013654952641404,1.0669633242580163e-11,conv,0.042405128479003906,0.04286313056945801,32,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.estein4_A.txt,0.0,1.788455217255347e-10,0.0,-Inf,-Inf,-Inf,0.0,Optimal,7.14409922648076e-9,4,4,0,Optimal,1.03e-02,4.89e-03,3.50e-02, 
PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit,estein4_B.cbf,Min,3600.0,Optimal,1.1880860382513814,1.1880860382570302,-4.754510214179842e-12,conv,0.03780984878540039,0.03818798065185547,25,PAJ_Gurobi_MOSEK_msd_noscale_subponly_noinit.estein4_B.txt,0.0,2.6856350476833768e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,2.3780009895688825e-9,4,4,0,Optimal,9.44e-03,3.52e-03,3.24e-02, 
