solver,instance,sense,timelimit,status,objval_reported,objbound,calc_objgap,calc_status,solvertime,totaltime,nodecount,filename,rel_objval_error,max_linear_violation,max_soc_violation,max_socrot_violation,max_exp_violation,max_psd_violation,max_int_violation,validator_status,validator_relobjdiff,conic_subproblem_count,conic_optimal_count,conic_infeasible_count,conic_relaxation_status,conic_subproblem_time,conic_relaxation_time,mip_subproblem_time,iteration_count
PAJ_Gurobi_MOSEK,estein4_C.cbf,Min,600.0,Optimal,1.0726936880566815,1.0726936880566815,0.0,conv,0.11272001266479492,0.11327099800109863,NaN,PAJ_Gurobi_MOSEK.estein4_C.txt,0.0,1.0868106414818612e-10,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.9693065612999144e-9,3,3,0,Optimal,9.36e-03,6.44e-03,9.33e-02,3
PAJ_Gurobi_MOSEK,estein4_nr22.cbf,Min,600.0,Optimal,0.5032861761982098,0.5032861761982098,0.0,conv,0.4891510009765625,0.48966503143310547,NaN,PAJ_Gurobi_MOSEK.estein4_nr22.txt,0.0,1.5473955450318044e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,9.670363074050766e-10,2,2,0,Optimal,5.94e-03,4.02e-03,8.87e-02,3
PAJ_Gurobi_MOSEK,estein5_A.cbf,Min,600.0,Optimal,1.045372493687133,1.045372493687133,0.0,conv,0.9403791427612305,0.940932035446167,NaN,PAJ_Gurobi_MOSEK.estein5_A.txt,0.0,4.747768844737266e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.9784603317352802e-10,8,8,0,Optimal,2.42e-02,3.81e-03,9.07e-01,8
PAJ_Gurobi_MOSEK,estein5_B.cbf,Min,600.0,Optimal,1.1931599026973503,1.1931599026973503,0.0,conv,0.744441032409668,0.7450549602508545,NaN,PAJ_Gurobi_MOSEK.estein5_B.txt,0.0,1.1392664589493506e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,4.646236794146325e-9,7,7,0,Optimal,2.97e-02,5.07e-03,7.04e-01,7
PAJ_Gurobi_MOSEK,estein5_C.cbf,Min,600.0,Optimal,1.4990779351120151,1.4990779351120151,0.0,conv,1.1320469379425049,1.1325888633728027,NaN,PAJ_Gurobi_MOSEK.estein5_C.txt,0.0,7.524419975979413e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.4869631174749216e-9,9,9,0,Optimal,3.68e-02,5.32e-03,1.08e+00,9
PAJ_Gurobi_MOSEK,estein5_nr1.cbf,Min,600.0,Optimal,1.6643993216275814,1.6643993216275814,0.0,conv,0.7866311073303223,0.7871668338775635,NaN,PAJ_Gurobi_MOSEK.estein5_nr1.txt,0.0,6.749489855906177e-12,0.0,-Inf,-Inf,-Inf,0.0,Optimal,4.702441083778487e-9,4,4,0,Optimal,1.35e-02,3.78e-03,4.86e-01,5
PAJ_Gurobi_MOSEK,estein5_nr21.cbf,Min,600.0,Optimal,1.818179306912371,1.8181793069123708,1.2212402970409336e-16,conv,3.0972158908843994,3.097693920135498,NaN,PAJ_Gurobi_MOSEK.estein5_nr21.txt,0.0,2.4417023958278605e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.1310889489335203e-9,21,21,0,Optimal,6.14e-02,3.69e-03,3.02e+00,21
PAJ_Gurobi_MOSEK,expdesign_A_12_6.cbf,Min,600.0,Optimal,7.282454428413368,7.282454428413368,0.0,conv,2.3720040321350098,2.372736930847168,NaN,PAJ_Gurobi_MOSEK.expdesign_A_12_6.txt,0.0,3.04715020577051e-16,-Inf,-Inf,-Inf,2.882954858509672e-10,0.0,Optimal,2.1408229473857563e-8,27,26,0,Optimal,3.19e-01,2.07e-02,1.46e+00,27
PAJ_Gurobi_MOSEK,expdesign_A_16_8.cbf,Min,600.0,Optimal,17.80990952344003,17.80990952344003,0.0,conv,32.3387348651886,32.33959603309631,NaN,PAJ_Gurobi_MOSEK.expdesign_A_16_8.txt,0.0,3.3306690738754696e-16,-Inf,-Inf,-Inf,6.355579016269042e-11,0.0,Optimal,9.757909888434548e-8,63,61,0,Unknown,1.32e+00,4.95e-02,3.01e+01,63
PAJ_Gurobi_MOSEK,expdesign_A_20_10.cbf,Min,600.0,Optimal,12.83190072868214,12.83190072868214,0.0,conv,187.84319686889648,187.844162940979,NaN,PAJ_Gurobi_MOSEK.expdesign_A_20_10.txt,0.0,4.440892098500626e-16,-Inf,-Inf,-Inf,1.4367707955747349e-11,0.0,Optimal,6.201583547378809e-8,79,72,0,Optimal,3.53e+00,6.43e-02,1.83e+02,79
PAJ_Gurobi_MOSEK,expdesign_A_24_12.cbf,Min,600.0,UserLimit,20.914565010729966,20.814610594337218,0.004779175113119333,limit,600.157949924469,600.1593899726868,NaN,PAJ_Gurobi_MOSEK.expdesign_A_24_12.txt,0.0,3.653219220189907e-16,-Inf,-Inf,-Inf,1.6304770402579665e-10,0.0,Optimal,4.976870137485551e-8,98,90,0,Optimal,7.49e+00,1.20e-01,5.91e+02,98
PAJ_Gurobi_MOSEK,expdesign_A_8_4.cbf,Min,600.0,Optimal,5.936822204362577,5.936822204362577,0.0,conv,0.10620307922363281,0.10703110694885254,NaN,PAJ_Gurobi_MOSEK.expdesign_A_8_4.txt,0.0,1.1102230246251565e-16,-Inf,-Inf,-Inf,5.716038595539104e-10,0.0,Optimal,6.084586992813982e-8,4,4,0,Optimal,2.67e-02,1.54e-02,5.74e-02,4
PAJ_Gurobi_MOSEK,expdesign_D_12_6.cbf,Min,600.0,Optimal,-0.5202490148554659,-0.5202490151971201,6.567001044874364e-10,conv,4.20048713684082,4.201182842254639,NaN,PAJ_Gurobi_MOSEK.expdesign_D_12_6.txt,0.0,2.220446049250313e-16,-Inf,-Inf,0.0,1.1579012109506491e-10,0.0,Optimal,2.276234659765939e-9,26,21,0,Optimal,7.58e-01,5.77e-02,2.64e+00,26
PAJ_Gurobi_MOSEK,expdesign_D_16_8.cbf,Min,600.0,Optimal,2.931336732026285,2.9313367317909846,8.027034849855351e-11,conv,104.8629059791565,104.8641300201416,NaN,PAJ_Gurobi_MOSEK.expdesign_D_16_8.txt,0.0,3.885780586188048e-16,-Inf,-Inf,0.0,1.2880968316663442e-10,0.0,Optimal,1.3931930835624052e-8,79,63,0,Optimal,4.20e+00,4.65e-02,9.97e+01,79
PAJ_Gurobi_MOSEK,expdesign_D_20_10.cbf,Min,600.0,UserLimit,0.008244452132580904,-0.03912048626044462,5.738108069713407,limit,600.1971621513367,600.1984128952026,NaN,PAJ_Gurobi_MOSEK.expdesign_D_20_10.txt,0.0,1.0547118733938987e-15,-Inf,-Inf,0.0,2.7639669206739357e-9,0.0,Optimal,2.209570687547258e-7,66,53,0,Optimal,7.07e+00,1.83e-01,5.92e+02,66
PAJ_Gurobi_MOSEK,expdesign_D_8_4.cbf,Min,600.0,Optimal,0.8433069132975806,0.8433069002088258,1.5520564737073397e-8,conv,0.879000186920166,0.8794748783111572,NaN,PAJ_Gurobi_MOSEK.expdesign_D_8_4.txt,0.0,1.1102230246251565e-16,-Inf,-Inf,0.0,8.064365632276089e-9,0.0,Optimal,8.350070959212377e-10,5,4,0,Optimal,5.86e-02,2.35e-02,7.02e-02,5
PAJ_Gurobi_MOSEK,expdesign_E_12_6.cbf,Min,600.0,Optimal,-0.46244734114647823,-0.46244734114647823,0.0,conv,1.0867469310760498,1.087096929550171,NaN,PAJ_Gurobi_MOSEK.expdesign_E_12_6.txt,0.0,2.3505503099485736e-16,-Inf,-Inf,-Inf,-0.0,0.0,Optimal,5.761688748403745e-15,23,23,0,Optimal,4.25e-02,5.88e-03,1.03e+00,23
PAJ_Gurobi_MOSEK,expdesign_E_16_8.cbf,Min,600.0,Optimal,-0.19923400624856363,-0.19923400624856363,0.0,conv,22.336549043655396,22.337016105651855,NaN,PAJ_Gurobi_MOSEK.expdesign_E_16_8.txt,0.0,2.7755575615628914e-16,-Inf,-Inf,-Inf,-0.0,0.0,Optimal,2.8836020016921354e-14,85,85,0,Optimal,2.29e-01,9.67e-03,2.21e+01,85
PAJ_Gurobi_MOSEK,expdesign_E_20_10.cbf,Min,600.0,UserLimit,-0.043942429138120916,-0.42238039523023113,8.61017180422191,limit,600.0359001159668,600.0370330810547,NaN,PAJ_Gurobi_MOSEK.expdesign_E_20_10.txt,0.0,2.8796409701215e-16,-Inf,-Inf,-Inf,-0.0,0.0,Optimal,4.041544174539324e-14,2,2,0,Optimal,8.90e-03,1.36e-02,6.00e+02,2
PAJ_Gurobi_MOSEK,expdesign_E_24_12.cbf,Min,600.0,UserLimit,-0.08286511374165612,-0.22646889039508256,1.732773207419996,limit,600.0126080513,600.0132730007172,NaN,PAJ_Gurobi_MOSEK.expdesign_E_24_12.txt,0.0,2.7907363919776884e-16,-Inf,-Inf,-Inf,2.4619863430935274e-12,0.0,Optimal,7.066568225961955e-14,1,1,0,Optimal,5.11e-03,1.98e-02,6.00e+02,1
PAJ_Gurobi_MOSEK,expdesign_E_8_4.cbf,Min,600.0,Optimal,-0.34404544731782644,-0.34404544731782644,0.0,conv,0.4248158931732178,0.42524290084838867,NaN,PAJ_Gurobi_MOSEK.expdesign_E_8_4.txt,0.0,2.220446049250313e-16,-Inf,-Inf,-Inf,5.747471845213473e-13,0.0,Optimal,1.4520925768683064e-15,2,2,0,Optimal,3.49e-03,5.25e-03,2.88e-02,3
PAJ_Gurobi_MOSEK_msd,ck_n75_m10_o1_5.cbf,Max,600.0,Optimal,30802.0,30802.0,0.0,conv,0.5654599666595459,0.6105101108551025,635,PAJ_Gurobi_MOSEK_msd.ck_n75_m10_o1_5.txt,0.0,1.4210854715202004e-14,-Inf,0.0,-Inf,-Inf,1.1102230246251565e-15,Optimal,0.0,18,15,3,Optimal,8.34e-02,2.16e-02,5.06e-01, 
PAJ_Gurobi_MOSEK_msd,ck_n75_m10_o3_5.cbf,Max,600.0,Optimal,29489.0,29489.0,0.0,conv,1.6530611515045166,1.6943800449371338,4542,PAJ_Gurobi_MOSEK_msd.ck_n75_m10_o3_5.txt,0.0,5.684341886080802e-14,-Inf,0.0,-Inf,-Inf,1.5543122344752192e-15,Optimal,0.0,25,20,5,Optimal,1.31e-01,1.95e-02,1.60e+00, 
PAJ_Gurobi_MOSEK_msd,ck_n75_m10_o5_5.cbf,Max,600.0,Optimal,29070.0,29070.0,0.0,conv,1.473249912261963,1.5144309997558594,3523,PAJ_Gurobi_MOSEK_msd.ck_n75_m10_o5_5.txt,0.0,7.348032706640069e-14,-Inf,0.0,-Inf,-Inf,9.420554752102651e-16,Optimal,0.0,22,18,4,Optimal,1.17e-01,2.00e-02,1.41e+00, 
PAJ_Gurobi_MOSEK_msd,ck_n75_m20_o1_5.cbf,Max,600.0,Optimal,27332.0,27332.0,0.0,conv,1.571955919265747,1.6130919456481934,698,PAJ_Gurobi_MOSEK_msd.ck_n75_m20_o1_5.txt,0.0,4.907185768843192e-14,-Inf,0.0,-Inf,-Inf,2.8380076066980564e-15,Optimal,0.0,16,12,4,Optimal,1.63e-01,5.69e-02,1.47e+00, 
PAJ_Gurobi_MOSEK_msd,ck_n75_m20_o3_5.cbf,Max,600.0,Optimal,25584.0,25584.0,0.0,conv,3.766479969024658,3.8080549240112305,6163,PAJ_Gurobi_MOSEK_msd.ck_n75_m20_o3_5.txt,0.0,2.6310968139128526e-13,-Inf,0.0,-Inf,-Inf,1.2237659599594663e-15,Optimal,0.0,11,7,4,Optimal,1.08e-01,7.58e-02,3.63e+00, 
PAJ_Gurobi_MOSEK_msd,ck_n75_m20_o5_5.cbf,Max,600.0,Optimal,24838.0,24838.0,0.0,conv,3.6007070541381836,3.6550381183624268,5527,PAJ_Gurobi_MOSEK_msd.ck_n75_m20_o5_5.txt,0.0,2.9476154850271996e-10,-Inf,0.0,-Inf,-Inf,7.771561172376096e-16,Optimal,0.0,20,14,6,Optimal,2.70e-01,6.89e-02,3.47e+00, 
PAJ_Gurobi_MOSEK_msd,classical_50_0.cbf,Min,600.0,Optimal,-0.09074141662457827,-0.09074141662457827,0.0,conv,12.188591957092285,12.189241886138916,11057,PAJ_Gurobi_MOSEK_msd.classical_50_0.txt,0.0,6.938893903907228e-17,5.100870270891011e-7,-Inf,-Inf,-Inf,0.0,Optimal,1.826779487548079e-8,66,64,2,Optimal,2.10e-01,1.19e-02,1.21e+01, 
PAJ_Gurobi_MOSEK_msd,classical_50_1.cbf,Min,600.0,Optimal,-0.09476023119976283,-0.09476023991217644,9.193196534085502e-8,conv,8.84210205078125,8.842785120010376,6386,PAJ_Gurobi_MOSEK_msd.classical_50_1.txt,0.0,4.705780209945942e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,0.0,68,67,1,Optimal,2.15e-01,9.86e-03,8.80e+00, 
PAJ_Gurobi_MOSEK_msd,estein4_A.cbf,Min,600.0,Optimal,0.8013654952726907,0.8013654952653952,9.10371927074502e-12,conv,0.07193613052368164,0.07235002517700195,85,PAJ_Gurobi_MOSEK_msd.estein4_A.txt,0.0,1.788455217255347e-10,0.0,-Inf,-Inf,-Inf,0.0,Optimal,7.14409922648076e-9,11,11,0,Optimal,2.56e-02,3.76e-03,6.63e-02, 
PAJ_Gurobi_MOSEK_msd,estein4_B.cbf,Min,600.0,Optimal,1.1880860382513814,1.1880860382534177,-1.7139785052768603e-12,conv,0.07274603843688965,0.07321310043334961,79,PAJ_Gurobi_MOSEK_msd.estein4_B.txt,0.0,2.6856350476833768e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,2.3780009895688825e-9,11,11,0,Optimal,2.60e-02,4.22e-03,6.61e-02, 
PAJ_Gurobi_MOSEK_msd,estein4_C.cbf,Min,600.0,Optimal,1.0726936880566815,1.0726936880266587,2.798803939129554e-11,conv,0.06531310081481934,0.06572389602661133,54,PAJ_Gurobi_MOSEK_msd.estein4_C.txt,0.0,1.0868106414818612e-10,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.9693065612999144e-9,11,11,0,Optimal,2.59e-02,4.86e-03,5.85e-02, 
PAJ_Gurobi_MOSEK_msd,estein4_nr22.cbf,Min,600.0,Optimal,0.5032861761982098,0.5032861761860573,2.4145824669967342e-11,conv,0.055249929428100586,0.05594491958618164,56,PAJ_Gurobi_MOSEK_msd.estein4_nr22.txt,0.0,1.5473955450318044e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,9.670363074050766e-10,8,8,0,Optimal,2.04e-02,3.34e-03,4.99e-02, 
PAJ_Gurobi_MOSEK_msd,estein5_A.cbf,Min,600.0,Optimal,1.045372493687133,1.0453722028300718,2.782302772995405e-7,conv,0.5773138999938965,0.5778350830078125,1402,PAJ_Gurobi_MOSEK_msd.estein5_A.txt,0.0,4.747768844737266e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.9784603317352802e-10,90,90,0,Optimal,2.98e-01,3.92e-03,5.71e-01, 
PAJ_Gurobi_MOSEK_msd,estein5_B.cbf,Min,600.0,Optimal,1.1931599026666897,1.1931599026667226,-2.7542264899121204e-14,conv,0.3016531467437744,0.3021869659423828,616,PAJ_Gurobi_MOSEK_msd.estein5_B.txt,0.0,1.1102230246251565e-16,4.225379175437638e-7,-Inf,-Inf,-Inf,0.0,Optimal,4.663386506575032e-9,47,47,0,Optimal,1.59e-01,3.89e-03,2.95e-01, 
PAJ_Gurobi_MOSEK_msd,estein5_C.cbf,Min,600.0,Optimal,1.4990779350741812,1.4990779350741812,0.0,conv,0.2705228328704834,0.27103686332702637,711,PAJ_Gurobi_MOSEK_msd.estein5_C.txt,0.0,2.220446049250313e-16,1.554462997210848e-8,-Inf,-Inf,-Inf,0.0,Optimal,1.5122011020918524e-9,38,38,0,Optimal,1.22e-01,3.83e-03,2.64e-01, 
PAJ_Gurobi_MOSEK_msd,estein5_nr1.cbf,Min,600.0,Optimal,1.6643993216275814,1.6643993216140847,8.109038498153196e-12,conv,0.6181349754333496,0.6186528205871582,1241,PAJ_Gurobi_MOSEK_msd.estein5_nr1.txt,0.0,6.749489855906177e-12,0.0,-Inf,-Inf,-Inf,0.0,Optimal,4.702441083778487e-9,96,96,0,Optimal,3.17e-01,3.96e-03,6.11e-01, 
PAJ_Gurobi_MOSEK_msd,estein5_nr21.cbf,Min,600.0,Optimal,1.818179306912371,1.818179299497012,4.078430648184198e-9,conv,0.5333030223846436,0.5339269638061523,1225,PAJ_Gurobi_MOSEK_msd.estein5_nr21.txt,0.0,2.4417023958278605e-11,0.0,-Inf,-Inf,-Inf,0.0,Optimal,1.1310889489335203e-9,75,75,0,Optimal,2.38e-01,3.91e-03,5.26e-01, 
PAJ_Gurobi_MOSEK_msd,expdesign_A_12_6.cbf,Min,600.0,Optimal,7.282454428413368,7.282454428413368,0.0,conv,1.2164268493652344,1.217315912246704,481,PAJ_Gurobi_MOSEK_msd.expdesign_A_12_6.txt,0.0,3.04715020577051e-16,-Inf,-Inf,-Inf,2.882954858509672e-10,0.0,Optimal,2.1408229473857563e-8,33,29,2,Optimal,4.47e-01,1.96e-02,1.18e+00, 
PAJ_Gurobi_MOSEK_msd,expdesign_A_16_8.cbf,Min,600.0,Suboptimal,18.411246066035055,16.0,0.13096586443568636,not conv,1.7517070770263672,1.7523829936981201,2000,PAJ_Gurobi_MOSEK_msd.expdesign_A_16_8.txt,0.0,1.3357370765021415e-16,-Inf,-Inf,-Inf,4.73941511779182e-10,0.0,Optimal,4.4893831035978876e-8,23,18,2,Unknown,7.53e-01,4.54e-02,1.45e+00, 
PAJ_Gurobi_MOSEK_msd,expdesign_A_20_10.cbf,Min,600.0,Optimal,12.831900728682283,12.831900728682283,0.0,conv,20.85114288330078,20.85230803489685,7210,PAJ_Gurobi_MOSEK_msd.expdesign_A_20_10.txt,0.0,6.661338147750939e-16,-Inf,-Inf,-Inf,1.3607482379335281e-11,8.881784197001252e-16,Optimal,6.20158466868411e-8,161,155,1,Optimal,5.82e+00,5.90e-02,2.08e+01, 
PAJ_Gurobi_MOSEK_msd,expdesign_A_24_12.cbf,Min,600.0,Optimal,20.882679490131615,20.882679496749653,-3.169150064009312e-10,conv,134.19984602928162,134.2012219429016,22537,PAJ_Gurobi_MOSEK_msd.expdesign_A_24_12.txt,0.0,3.653219220189907e-16,-Inf,-Inf,-Inf,1.12976216050117e-10,0.0,Optimal,3.051339829932799e-8,291,282,1,Optimal,1.95e+01,1.08e-01,1.34e+02, 
PAJ_Gurobi_MOSEK_msd,expdesign_A_8_4.cbf,Min,600.0,Optimal,5.936822204362577,5.936822204362577,0.0,conv,0.14245915412902832,0.15761899948120117,16,PAJ_Gurobi_MOSEK_msd.expdesign_A_8_4.txt,0.0,1.1102230246251565e-16,-Inf,-Inf,-Inf,5.716038595539104e-10,0.0,Optimal,6.084586992813982e-8,5,4,1,Optimal,5.26e-02,1.15e-02,1.29e-01, 
PAJ_Gurobi_MOSEK_msd,expdesign_D_12_6.cbf,Min,600.0,Optimal,-0.5202490148554659,-0.5202490374721691,4.347200631058669e-8,conv,5.314665079116821,5.315507888793945,1833,PAJ_Gurobi_MOSEK_msd.expdesign_D_12_6.txt,0.0,2.220446049250313e-16,-Inf,-Inf,0.0,1.1579012109506491e-10,0.0,Optimal,2.276234659765939e-9,104,101,0,Optimal,2.44e+00,6.84e-02,4.98e+00, 
PAJ_Gurobi_MOSEK_msd,expdesign_D_16_8.cbf,Min,600.0,Optimal,2.931336732026285,2.9313296027797904,2.4320720631905684e-6,conv,36.06080484390259,36.062702894210815,7626,PAJ_Gurobi_MOSEK_msd.expdesign_D_16_8.txt,0.0,3.885780586188048e-16,-Inf,-Inf,0.0,1.2880968316663442e-10,0.0,Optimal,1.3931930835624052e-8,280,266,0,Optimal,1.19e+01,4.72e-02,3.58e+01, 
PAJ_Gurobi_MOSEK_msd,expdesign_D_20_10.cbf,Min,600.0,Optimal,0.008244442115794726,0.008244417461475972,2.9867940688599354e-6,conv,597.7553131580353,597.7568910121918,17527,PAJ_Gurobi_MOSEK_msd.expdesign_D_20_10.txt,0.0,1.27675647831893e-15,-Inf,-Inf,0.0,3.722236738636921e-9,2.757793993168889e-13,Optimal,9.92545167313302e-7,540,530,0,Optimal,4.68e+01,2.19e-01,5.97e+02, 
PAJ_Gurobi_MOSEK_msd,expdesign_D_8_4.cbf,Min,600.0,Optimal,0.8433069132975806,0.8433069003111981,1.539917225552959e-8,conv,0.8823840618133545,0.8828370571136475,16,PAJ_Gurobi_MOSEK_msd.expdesign_D_8_4.txt,0.0,1.1102230246251565e-16,-Inf,-Inf,0.0,8.064365632276089e-9,0.0,Optimal,8.350070959212377e-10,4,3,0,Optimal,5.23e-02,2.35e-02,6.69e-01, 
PAJ_Gurobi_MOSEK_msd,expdesign_E_12_6.cbf,Min,600.0,Optimal,-0.46244734114647823,-0.46244734114647823,0.0,conv,0.24065184593200684,0.24109315872192383,492,PAJ_Gurobi_MOSEK_msd.expdesign_E_12_6.txt,0.0,2.3505503099485736e-16,-Inf,-Inf,-Inf,-0.0,0.0,Optimal,5.761688748403745e-15,40,40,0,Optimal,8.30e-02,5.67e-03,2.33e-01, 
PAJ_Gurobi_MOSEK_msd,expdesign_E_16_8.cbf,Min,600.0,Optimal,-0.19923400624857115,-0.19923400624857115,0.0,conv,1.0005550384521484,1.0010597705841064,5745,PAJ_Gurobi_MOSEK_msd.expdesign_E_16_8.txt,0.0,2.7755575615628914e-16,-Inf,-Inf,-Inf,-0.0,4.440892098500626e-16,Optimal,8.915484449675832e-15,141,141,0,Optimal,4.01e-01,9.72e-03,9.88e-01, 
PAJ_Gurobi_MOSEK_msd,expdesign_E_20_10.cbf,Min,600.0,Optimal,-0.3911014264229966,-0.3911014264229966,0.0,conv,6.719961166381836,6.720749139785767,18413,PAJ_Gurobi_MOSEK_msd.expdesign_E_20_10.txt,0.0,4.649058915617843e-16,-Inf,-Inf,-Inf,5.27634706327303e-14,0.0,Optimal,2.77778188544361e-8,312,312,0,Optimal,1.19e+00,1.45e-02,6.70e+00, 
PAJ_Gurobi_MOSEK_msd,expdesign_E_24_12.cbf,Min,600.0,Optimal,-0.21527761115102226,-0.21527761115102226,0.0,conv,45.448765993118286,45.449716091156006,71432,PAJ_Gurobi_MOSEK_msd.expdesign_E_24_12.txt,0.0,3.5785956175368033e-16,-Inf,-Inf,-Inf,1.772498035441209e-15,2.220446049250313e-16,Optimal,2.356554707364259e-9,724,724,0,Optimal,3.60e+00,2.48e-02,4.54e+01, 
PAJ_Gurobi_MOSEK_msd,expdesign_E_8_4.cbf,Min,600.0,Optimal,-0.34404544731782644,-0.34404544731725195,-1.6697451197789002e-12,conv,0.08676004409790039,0.08711504936218262,1,PAJ_Gurobi_MOSEK_msd.expdesign_E_8_4.txt,0.0,2.220446049250313e-16,-Inf,-Inf,-Inf,5.747471845213473e-13,0.0,Optimal,1.4520925768683064e-15,3,3,0,Optimal,3.72e-03,4.52e-03,8.08e-02, 
PAJ_Gurobi_MOSEK_msd,port_12_9_3_a_1.cbf,Min,600.0,Optimal,-0.033218903689841664,-0.03321877424061854,-3.89568143245845e-6,conv,2.846095085144043,2.8467321395874023,10332,PAJ_Gurobi_MOSEK_msd.port_12_9_3_a_1.txt,0.0,1.581096075338722e-7,0.0,-Inf,3.214781063576311e-8,-0.0,0.0,Optimal,0.0,37,34,0,Optimal,5.92e-01,3.10e-02,2.62e+00, 
