solver,instance,sense,status,objval_reported,objbound,solvertime,totaltime,filename,rel_objval_error,max_linear_violation,max_soc_violation,max_socrot_violation,max_exp_violation,max_int_violation,validator_status,validator_relobjdiff,conic_subproblem_count,conic_optimal_count,conic_infeasible_count,conic_subproblem_time
PAJ_CPLEX_MOSEK_dualonly,b1bigflowc.cbf,Min,Optimal,5.777365970357083,5.777365663262629,744.2342278957367,744.2728490829468,PAJ_CPLEX_MOSEK_dualonly.b1bigflowc.txt,0.0,7.647346968705696e-10,-Inf,3.3352720585355655e-10,-Inf,0.0,Optimal,3.3736435674705915e-8,2,2,0,2.56e-02
PAJ_CPLEX_MOSEK_dualonly,ck_n50_m10_o1_5.cbf,Max,Optimal,19331.0,19331.0,0.11368894577026367,0.14630699157714844,PAJ_CPLEX_MOSEK_dualonly.ck_n50_m10_o1_5.txt,0.0,8.881784197001252e-16,-Inf,0.0,-Inf,8.881784197001252e-16,Optimal,0.0,1,1,0,4.00e-03
PAJ_CPLEX_MOSEK_dualonly,ck_n50_m10_o3_5.cbf,Max,Optimal,18596.0,18596.0,0.45098209381103516,0.48340511322021484,PAJ_CPLEX_MOSEK_dualonly.ck_n50_m10_o3_5.txt,0.0,0.0,-Inf,0.0,-Inf,0.0,Optimal,0.0,2,1,1,8.07e-03
PAJ_CPLEX_MOSEK_dualonly,ck_n50_m10_o5_5.cbf,Max,Optimal,18365.0,18365.0,0.6214461326599121,0.6556329727172852,PAJ_CPLEX_MOSEK_dualonly.ck_n50_m10_o5_5.txt,0.0,0.0,-Inf,4.008569476354751e-9,-Inf,0.0,Optimal,0.0,3,1,2,1.28e-02
PAJ_CPLEX_MOSEK_dualonly,ck_n50_m20_o1_5.cbf,Max,Optimal,14635.0,14635.0,0.1791090965270996,0.21215581893920898,PAJ_CPLEX_MOSEK_dualonly.ck_n50_m20_o1_5.txt,0.0,0.0,-Inf,0.0,-Inf,0.0,Optimal,0.0,1,1,0,7.26e-03
PAJ_CPLEX_MOSEK_dualonly,ck_n50_m20_o3_5.cbf,Max,Optimal,13652.0,13652.0,0.33426403999328613,0.3672349452972412,PAJ_CPLEX_MOSEK_dualonly.ck_n50_m20_o3_5.txt,0.0,0.0,-Inf,6.462528290285263e-10,-Inf,2.1094237467877974e-15,Optimal,0.0,1,1,0,8.12e-03
PAJ_CPLEX_MOSEK_dualonly,ck_n50_m20_o5_5.cbf,Max,Optimal,13070.0,13070.0,0.32962894439697266,0.36254310607910156,PAJ_CPLEX_MOSEK_dualonly.ck_n50_m20_o5_5.txt,0.0,0.0,-Inf,2.9311479465832235e-8,-Inf,0.0,Optimal,0.0,1,1,0,8.15e-03
PAJ_CPLEX_MOSEK_dualonly,ck_n75_m10_o1_5.cbf,Max,Optimal,30802.0,30802.0,1.9615271091461182,1.9935879707336426,PAJ_CPLEX_MOSEK_dualonly.ck_n75_m10_o1_5.txt,0.0,1.4210854715202004e-14,-Inf,0.0,-Inf,3.1086244689504383e-15,Optimal,0.0,3,1,2,9.76e-03
PAJ_CPLEX_MOSEK_dualonly,ck_n75_m10_o3_5.cbf,Max,Optimal,29489.0,29489.0,14.21509599685669,14.24639892578125,PAJ_CPLEX_MOSEK_dualonly.ck_n75_m10_o3_5.txt,0.0,2.842170943040401e-14,-Inf,0.0,-Inf,0.0,Optimal,0.0,4,1,3,1.27e-02
PAJ_CPLEX_MOSEK_dualonly,ck_n75_m10_o5_5.cbf,Max,Optimal,29070.0,29070.0,6.659899950027466,6.693602085113525,PAJ_CPLEX_MOSEK_dualonly.ck_n75_m10_o5_5.txt,0.0,2.842170943040401e-14,-Inf,0.0,-Inf,0.0,Optimal,0.0,3,1,2,1.84e-02
