solver,instance,sense,timelimit,status,objval_reported,objbound,solvertime,totaltime,filename,rel_objval_error,max_linear_violation,max_soc_violation,max_socrot_violation,max_exp_violation,max_int_violation,validator_status,validator_relobjdiff,conic_subproblem_count,conic_optimal_count,conic_infeasible_count,conic_subproblem_time
BONMIN_BB,clay0304m.cbf,Min,3600.0,Optimal,40262.37530704425,NaN,2049.8638031482697,2056.576858997345,BONMIN_BB.clay0304m.txt,0.0,7.224999990285141e-5,9.999993721976352e-9,-Inf,-Inf,0.0,Optimal,3.2059579404423575e-7, , , , 
BONMIN_BB,clay0305h.cbf,Min,3600.0,UserLimit,8708.940164045784,NaN,3647.1529870033264,3653.874830007553,BONMIN_BB.clay0305h.txt,0.0,9.99998726116002e-9,9.999894245993346e-9,-Inf,-Inf,0.0,Optimal,5.727655992324411e-7, , , , 
BONMIN_BB,clay0305m.cbf,Min,3600.0,UserLimit,8379.99851192407,NaN,3649.6028730869293,3656.3294479846954,BONMIN_BB.clay0305m.txt,0.0,8.199874486081171e-7,0.0,-Inf,-Inf,0.0,Optimal,1.7779614343638778e-7, , , , 
BONMIN_BB,estein4_A.cbf,Min,3600.0,Optimal,0.8013654453155025,NaN,88.40369606018066,104.41982293128967,BONMIN_BB.estein4_A.txt,0.0,9.980700099720963e-9,9.990000049420189e-9,-Inf,-Inf,0.0,Optimal,6.948469942632952e-8, , , , 
BONMIN_BB,estein4_B.cbf,Min,3600.0,Infeasible,0.0,NaN,0.7510018348693848,17.072221040725708,BONMIN_BB.estein4_B.txt, , , , , , , , , , , , 
BONMIN_BB,estein4_C.cbf,Min,3600.0,Infeasible,0.0,NaN,0.8626420497894287,18.15448522567749,BONMIN_BB.estein4_C.txt, , , , , , , , , , , , 
BONMIN_BB,estein4_nr22.cbf,Min,3600.0,Infeasible,0.0,NaN,0.9337508678436279,17.87322998046875,BONMIN_BB.estein4_nr22.txt, , , , , , , , , , , , 
BONMIN_BB,estein5_A.cbf,Min,3600.0,Infeasible,0.0,NaN,31.907064199447632,47.60260200500488,BONMIN_BB.estein5_A.txt, , , , , , , , , , , , 
BONMIN_BB,estein5_B.cbf,Min,3600.0,Infeasible,0.0,NaN,27.271914958953857,43.38720703125,BONMIN_BB.estein5_B.txt, , , , , , , , , , , , 
BONMIN_BB,estein5_C.cbf,Min,3600.0,Infeasible,0.0,NaN,30.28656506538391,44.49259686470032,BONMIN_BB.estein5_C.txt, , , , , , , , , , , , 
BONMIN_BB,estein5_nr1.cbf,Min,3600.0,Infeasible,0.0,NaN,32.619170904159546,48.57056903839111,BONMIN_BB.estein5_nr1.txt, , , , , , , , , , , , 
BONMIN_BB,estein5_nr21.cbf,Min,3600.0,Infeasible,0.0,NaN,1.689706802368164,16.57140278816223,BONMIN_BB.estein5_nr21.txt, , , , , , , , , , , , 
BONMIN_BB,pp-n1000-d10000.cbf,Min,3600.0,Optimal,216114.53987722006,NaN,2.496462106704712,9.28725290298462,BONMIN_BB.pp-n1000-d10000.txt,5.38674176633711e-16,0.0,-Inf,0.0,-Inf,0.0,Optimal,4.880738178290391e-11, , , , 
BONMIN_BB,pp-n1000-d10.cbf,Min,3600.0,UserLimit,7343.395951212297,NaN,3611.3424170017242,3618.2485280036926,BONMIN_BB.pp-n1000-d10.txt,9.908164645516985e-16,0.0,-Inf,3.531523962152505e-9,-Inf,0.0,Optimal,4.795998787828808e-10, , , , 
BONMIN_BB,pp-n100-d10000.cbf,Min,3600.0,Optimal,19855.65143564435,NaN,21.09257221221924,27.78250002861023,BONMIN_BB.pp-n100-d10000.txt,1.099327962786728e-15,0.0,-Inf,0.0,-Inf,0.0,Optimal,3.6320696544218376e-11, , , , 
BONMIN_BB,pp-n100-d10.cbf,Min,3600.0,UserLimit,777.2897334622362,NaN,3695.6824100017548,3702.300208091736,BONMIN_BB.pp-n100-d10.txt,0.0,0.0,-Inf,3.5285205868262892e-9,-Inf,0.0,Optimal,4.860042614611301e-10, , , , 
BONMIN_BB,pp-n10-d10000.cbf,Min,3600.0,Optimal,1481.4635089162637,NaN,0.4915800094604492,7.08604621887207,BONMIN_BB.pp-n10-d10000.txt,1.534790928529606e-16,0.0,-Inf,5.613287612504791e-13,-Inf,0.0,Optimal,2.4657950891313466e-12, , , , 
BONMIN_BB,pp-n10-d10.cbf,Min,3600.0,Optimal,72.48127648655941,NaN,0.36641907691955566,6.925364017486572,BONMIN_BB.pp-n10-d10.txt,0.0,0.0,-Inf,1.4121452895921038e-9,-Inf,0.0,Optimal,6.780151363764202e-10, , , , 
BONMIN_BB,robust_100_0.cbf,Min,3600.0,Optimal,-0.09746050300363254,NaN,2643.231770992279,2650.1654529571533,BONMIN_BB.robust_100_0.txt,0.0,5.244311067631457e-7,9.891030779141108e-9,-Inf,-Inf,0.0,Optimal,5.152963813249837e-7, , , , 
BONMIN_BB,robust_100_1.cbf,Min,3600.0,Optimal,-0.0720898754787411,NaN,875.4018490314484,882.3725378513336,BONMIN_BB.robust_100_1.txt,0.0,4.660453984950408e-7,9.893469592181514e-9,-Inf,-Inf,0.0,Optimal,4.7460406444395734e-7, , , , 
BONMIN_BB,robust_200_0.cbf,Min,3600.0,UserLimit,-0.1399357015932871,NaN,3669.828216075897,3677.5535159111023,BONMIN_BB.robust_200_0.txt,0.0,1.0308588518359585e-6,9.909415281394995e-9,-Inf,-Inf,0.0,Optimal,4.882513959560999e-7, , , , 
BONMIN_BB,robust_200_1.cbf,Min,3600.0,UserLimit,-0.14067777471239556,NaN,3680.2357020378113,3687.9477989673615,BONMIN_BB.robust_200_1.txt,0.0,2.4017438726708917e-7,9.999194472420925e-9,-Inf,-Inf,0.0,Optimal,3.056330977503631e-7, , , , 
BONMIN_BB,robust_20_0.cbf,Min,3600.0,Optimal,-0.07978487249197497,NaN,0.24502205848693848,6.9202210903167725,BONMIN_BB.robust_20_0.txt,0.0,1.2385415271154443e-7,9.988183148623708e-9,-Inf,-Inf,0.0,Optimal,8.410951638357896e-8, , , , 
BONMIN_BB,robust_30_0.cbf,Min,3600.0,Optimal,-0.045451455736264385,NaN,2.5499520301818848,9.26950192451477,BONMIN_BB.robust_30_0.txt,0.0,2.2824789835951265e-8,9.149654055240486e-9,-Inf,-Inf,0.0,Optimal,2.06540884628522e-7, , , , 
