solver,instance,status,objval_reported,objbound,solvertime,totaltime,filename,objval_solution,max_linear_violation,max_soc_violation,max_socrot_violation,validator_status,validator_objval
BONMIN_OADIS,ck_n50_m10_o3_5.cbf,Optimal,18596.0,NaN,229.87070989608765,236.5157961845398,BONMIN_OADIS.ck_n50_m10_o3_5.txt,18596.0,5.684341886080802e-14,0.0,0.0,Optimal,18596.0
BONMIN_OADIS,ck_n50_m10_o5_5.cbf,Optimal,18365.0,NaN,134.2476828098297,140.7870979309082,BONMIN_OADIS.ck_n50_m10_o5_5.txt,18365.0,1.0141161226329132e-6,0.0,0.0,Optimal,18365.0
BONMIN_OADIS,ck_n50_m20_o1_5.cbf,Optimal,14635.0,NaN,1637.5426449775696,1644.2458980083466,BONMIN_OADIS.ck_n50_m20_o1_5.txt,14635.0,2.842170943040401e-14,0.0,0.0,Optimal,14635.0
BONMIN_OADIS,ck_n50_m20_o3_5.cbf,Optimal,13652.0,NaN,3445.9374561309814,3452.7288949489594,BONMIN_OADIS.ck_n50_m20_o3_5.txt,13652.0,3.6911612255607906e-7,0.0,0.0,Optimal,13652.0
BONMIN_OADIS,ck_n50_m20_o5_5.cbf,Optimal,13070.0,NaN,2417.07692193985,2423.753587961197,BONMIN_OADIS.ck_n50_m20_o5_5.txt,13070.0,5.6068670346576255e-6,0.0,0.0,Optimal,13070.0
BONMIN_OADIS,ck_n75_m10_o1_5.cbf,Optimal,30802.0,NaN,2894.351295232773,2901.1011850833893,BONMIN_OADIS.ck_n75_m10_o1_5.txt,30802.0,2.842170943040401e-14,0.0,0.0,Optimal,30802.0
BONMIN_OADIS,ck_n75_m10_o3_5.cbf,UserLimit,NaN,NaN,3605.9959001541138,3612.7029609680176,BONMIN_OADIS.ck_n75_m10_o3_5.txt, , , , , , 
 , ,KilledTime, , , , ,BONMIN_OADIS.ck_n75_m10_o5_5.txt, , , , , , 
BONMIN_OADIS,ck_n75_m20_o1_5.cbf,UserLimit,NaN,NaN,3605.1392970085144,3611.7273190021515,BONMIN_OADIS.ck_n75_m20_o1_5.txt, , , , , , 
BONMIN_OADIS,ck_n75_m20_o3_5.cbf,UserLimit,NaN,NaN,3606.3001680374146,3612.9600808620453,BONMIN_OADIS.ck_n75_m20_o3_5.txt, , , , , , 
BONMIN_OADIS,ck_n75_m20_o5_5.cbf,UserLimit,NaN,NaN,3605.837947845459,3612.4684178829193,BONMIN_OADIS.ck_n75_m20_o5_5.txt, , , , , , 
BONMIN_OADIS,classical_200_0.cbf,UserLimit,NaN,NaN,3603.824900865555,3611.1087889671326,BONMIN_OADIS.classical_200_0.txt, , , , , , 
BONMIN_OADIS,classical_200_1.cbf,UserLimit,NaN,NaN,3602.0026490688324,3609.2782819271088,BONMIN_OADIS.classical_200_1.txt, , , , , , 
BONMIN_OADIS,classical_200_2.cbf,UserLimit,NaN,NaN,3603.6952040195465,3610.965483903885,BONMIN_OADIS.classical_200_2.txt, , , , , , 
BONMIN_OADIS,classical_20_0.cbf,Optimal,-0.08229521620532713,NaN,0.4975709915161133,7.299139022827148,BONMIN_OADIS.classical_20_0.txt,-0.08229521620532715,5.965826654907858e-8,4.1854055395085243e-8,0.0,Optimal,-0.0822951539216543
