solver,instance,status,objval_reported,objbound,solvertime,totaltime,filename,objval_solution,max_linear_violation,max_soc_violation,max_socrot_violation,max_int_violation,validator_status,validator_objval
PAJ_CBC_ECOS,100_0_5_w.cbf,UserLimit,1.7308318158697627e7,1.713339154458132e7,151.66408514976501,151.7332739830017,PAJ_CBC_ECOS.100_0_5_w.txt,1.7308318158697605e7,3.59872011343493e-8,0.0,3.816375915288717e-8,1.1102230246251565e-16,Optimal,1.7308317919387743e7
PAJ_CBC_ECOS,10_0_5_w.cbf,Optimal,1.9568712668856916e6,1.9568712670073009e6,42.928475856781006,42.96431493759155,PAJ_CBC_ECOS.10_0_5_w.txt,1.9568712668856916e6,1.525801715996164e-8,0.0,3.499542655660548e-9,1.1102230246251565e-16,Optimal,1.9568712662657667e6
PAJ_CBC_ECOS,150_0_5_w.cbf,UserLimit,2.42117405319352e7,2.389947479087759e7,197.1792380809784,197.2649359703064,PAJ_CBC_ECOS.150_0_5_w.txt,2.4211740531935196e7,2.035631041508168e-8,0.0,8.656911887450214e-6,1.1102230246251565e-16,Optimal,2.4211740238880266e7
PAJ_CBC_ECOS,200_0_5_w.cbf,Optimal,3.393603620111905e7,3.395924719858463e7,174.6194989681244,174.7205789089203,PAJ_CBC_ECOS.200_0_5_w.txt,3.393603620111899e7,8.245874065504477e-8,0.0,1.0511353868272733e-5,0.4999154596162305,Infeasible,NaN
PAJ_CBC_ECOS,20_0_5_w.cbf,UserLimit,3.781121369972828e6,3.773555497915132e6,121.46597814559937,121.50420808792114,PAJ_CBC_ECOS.20_0_5_w.txt,3.781121369972828e6,7.561437720769307e-9,0.0,8.562475839468675e-9,1.1102230246251565e-16,Optimal,3.7811213554919343e6
PAJ_CBC_ECOS,50_0_5_w.cbf,UserLimit,1.0012397585633453e7,9.955312372270087e6,126.03117609024048,126.07968711853027,PAJ_CBC_ECOS.50_0_5_w.txt,1.0012397585633397e7,7.278686098288745e-9,0.0,3.5928215884606374e-6,1.1102230246251565e-16,Optimal,1.0012397431855176e7
PAJ_CBC_ECOS,75_0_5_w.cbf,UserLimit,1.2290738103335e7,1.2246832252892734e7,137.17218112945557,137.23757481575012,PAJ_CBC_ECOS.75_0_5_w.txt,1.229073810333498e7,4.2450640723304825e-8,0.0,6.596636903388742e-9,1.1102230246251565e-16,Optimal,1.229073790994186e7
PAJ_CBC_ECOS,achtziger_stolpe06-6.1flowc.cbf,Optimal,2.795084965863797,2.7950849705033214,0.9232289791107178,0.9561629295349121,PAJ_CBC_ECOS.achtziger_stolpe06-6.1flowc.txt,2.795084965863797,6.200662205912977e-11,0.0,1.5990856621759522e-9,0.0,Optimal,2.7950853038010615
PAJ_CBC_ECOS,achtziger_stolpe06-6.2flowc.cbf,UserLimit,Inf,43.9737326570822,123.7462408542633,123.7485191822052,PAJ_CBC_ECOS.achtziger_stolpe06-6.2flowc.txt, , , , , , , 
PAJ_CBC_ECOS,achtziger_stolpe06-6.5bflowc.cbf,UserLimit,1.8909432714306595,1.8503472222229556,124.96971893310547,125.03598308563232,PAJ_CBC_ECOS.achtziger_stolpe06-6.5bflowc.txt,1.8909432714306595,2.3210322552813523e-12,0.0,1.3186012443152788e-11,0.497102613010847,Infeasible,NaN
PAJ_CBC_ECOS,achtziger_stolpe06-6.5flowc.cbf,UserLimit,5.998253321886021,5.9276611964190975,120.8040668964386,120.84094619750977,PAJ_CBC_ECOS.achtziger_stolpe06-6.5flowc.txt,5.998253321886021,1.5375034578823943e-11,0.0,1.1492629070630755e-10,1.1102230246251565e-16,Optimal,5.998253396738618
PAJ_CBC_ECOS,achtziger_stolpe07-5.1flowc.cbf,UserLimit,47.64442917431785,40.04653183359129,125.25461602210999,125.29573392868042,PAJ_CBC_ECOS.achtziger_stolpe07-5.1flowc.txt,47.64442917431785,8.609890578270551e-12,0.0,2.0808952468578563e-10,1.1102230246251565e-16,Optimal,47.64443293333753
PAJ_CBC_ECOS,achtziger_stolpe07-5.2bflowc.cbf,UserLimit,Inf,28.809123135604736,121.50147485733032,121.50321102142334,PAJ_CBC_ECOS.achtziger_stolpe07-5.2bflowc.txt, , , , , , , 
PAJ_CBC_ECOS,achtziger_stolpe07-5.2flowc.cbf,Optimal,49.14061113924945,49.14061145359494,75.30810117721558,75.34231495857239,PAJ_CBC_ECOS.achtziger_stolpe07-5.2flowc.txt,49.14061113924945,4.454303592638098e-11,0.0,7.407844337947722e-9,0.0,Optimal,49.14061402639913
PAJ_CBC_ECOS,achtziger_stolpe07-5.3flowc.cbf,Optimal,7.716052153212602,7.7160521453116795,5.544895887374878,5.578866958618164,PAJ_CBC_ECOS.achtziger_stolpe07-5.3flowc.txt,7.716052153212602,6.569012001023111e-11,0.0,9.699052424982152e-10,1.1102230246251565e-16,Optimal,7.716052530189863
PAJ_CBC_ECOS,b1bigflowc.cbf,UserLimit,6.360519536887361,6.35854722815684,121.47769403457642,121.5202989578247,PAJ_CBC_ECOS.b1bigflowc.txt,6.360519536887361,3.3306690738754696e-16,0.0,3.6213805953977385e-8,0.0,Optimal,6.360519707336063
PAJ_CBC_ECOS,ck_n50_m10_o1_5.cbf,Optimal,19331.0,19331.0,1.562803030014038,1.5953569412231445,PAJ_CBC_ECOS.ck_n50_m10_o1_5.txt,19331.0,2.842170943040401e-14,0.0,0.0,1.1102230246251565e-16,Optimal,19331.0
