----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 244
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 58, constraints m = 175
Cones:	primal zero / dual free vars: 22
	linear vars: 49
	soc vars: 12, soc blks: 2
	sd vars: 56, sd blks: 2
	exp vars: 36, dual exp vars: 0
Setup time: 2.76e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  5.75e-04 
  4400| 7.01e-05  6.50e-04  2.42e-05 -7.61e-02 -7.61e-02  0.00e+00  1.69e+00 
  4500| 6.98e-05  6.43e-04  2.42e-05 -7.62e-02 -7.62e-02  0.00e+00  1.73e+00 
  4600| 6.94e-05  6.36e-04  2.45e-05 -7.62e-02 -7.62e-02  0.00e+00  1.76e+00 
  4700| 6.90e-05  6.30e-04  2.48e-05 -7.62e-02 -7.62e-02  0.00e+00  1.80e+00 
  4800| 6.87e-05  6.23e-04  2.50e-05 -7.63e-02 -7.63e-02  0.00e+00  1.83e+00 
  4900| 6.83e-05  6.17e-04  2.54e-05 -7.63e-02 -7.63e-02  0.00e+00  1.87e+00 
  5000| 6.80e-05  6.11e-04  2.57e-05 -7.63e-02 -7.63e-02  0.00e+00  1.90e+00 
  5100| 6.77e-05  6.05e-04  2.61e-05 -7.64e-02 -7.64e-02  0.00e+00  1.94e+00 
  5200| 6.73e-05  5.99e-04  2.64e-05 -7.64e-02 -7.64e-02  0.00e+00  1.97e+00 
  5300| 6.70e-05  5.93e-04  2.68e-05 -7.64e-02 -7.64e-02  0.00e+00  2.01e+00 
  5400| 6.67e-05  5.88e-04  2.71e-05 -7.65e-02 -7.64e-02  0.00e+00  2.04e+00 
  5500| 6.64e-05  5.82e-04  2.75e-05 -7.65e-02 -7.65e-02  0.00e+00  2.08e+00 
  5600| 6.61e-05  5.77e-04  2.78e-05 -7.65e-02 -7.65e-02  0.00e+00  2.11e+00 
  5700| 6.58e-05  5.72e-04  2.82e-05 -7.66e-02 -7.65e-02  0.00e+00  2.15e+00 
  5800| 6.55e-05  5.67e-04  2.85e-05 -7.66e-02 -7.66e-02  0.00e+00  2.18e+00 
  5900| 6.52e-05  5.62e-04  2.88e-05 -7.66e-02 -7.66e-02  0.00e+00  2.22e+00 
  6000| 6.49e-05  5.57e-04  2.91e-05 -7.67e-02 -7.66e-02  0.00e+00  2.25e+00 
  6100| 6.47e-05  5.52e-04  2.94e-05 -7.67e-02 -7.66e-02  0.00e+00  2.29e+00 
  6200| 6.44e-05  5.47e-04  2.97e-05 -7.67e-02 -7.67e-02  0.00e+00  2.33e+00 
  6300| 6.41e-05  5.43e-04  3.00e-05 -7.67e-02 -7.67e-02  0.00e+00  2.36e+00 
  6400| 6.39e-05  5.38e-04  3.03e-05 -7.68e-02 -7.67e-02  0.00e+00  2.40e+00 
  6500| 6.36e-05  5.34e-04  3.06e-05 -7.68e-02 -7.68e-02  0.00e+00  2.43e+00 
  6600| 6.34e-05  5.29e-04  3.09e-05 -7.68e-02 -7.68e-02  0.00e+00  2.47e+00 
  6700| 6.31e-05  5.25e-04  3.11e-05 -7.68e-02 -7.68e-02  0.00e+00  2.50e+00 
  6800| 6.29e-05  5.21e-04  3.14e-05 -7.69e-02 -7.68e-02  0.00e+00  2.54e+00 
  6900| 6.26e-05  5.17e-04  3.17e-05 -7.69e-02 -7.69e-02  0.00e+00  2.57e+00 
  7000| 6.24e-05  5.13e-04  3.19e-05 -7.69e-02 -7.69e-02  0.00e+00  2.61e+00 
  7100| 6.21e-05  5.09e-04  3.21e-05 -7.69e-02 -7.69e-02  0.00e+00  2.64e+00 
  7200| 6.19e-05  5.05e-04  3.24e-05 -7.70e-02 -7.69e-02  0.00e+00  2.68e+00 
  7300| 6.17e-05  5.01e-04  3.26e-05 -7.70e-02 -7.70e-02  0.00e+00  2.71e+00 
  7400| 6.15e-05  4.97e-04  3.28e-05 -7.70e-02 -7.70e-02  0.00e+00  2.75e+00 
  7500| 6.12e-05  4.94e-04  3.30e-05 -7.70e-02 -7.70e-02  0.00e+00  2.78e+00 
  7600| 6.10e-05  4.90e-04  3.32e-05 -7.71e-02 -7.70e-02  0.00e+00  2.82e+00 
  7700| 6.08e-05  4.86e-04  3.34e-05 -7.71e-02 -7.70e-02  0.00e+00  2.85e+00 
  7800| 6.06e-05  4.83e-04  3.36e-05 -7.71e-02 -7.71e-02  0.00e+00  2.89e+00 
  7900| 6.04e-05  4.79e-04  3.38e-05 -7.71e-02 -7.71e-02  0.00e+00  2.92e+00 
  8000| 6.02e-05  4.76e-04  3.40e-05 -7.71e-02 -7.71e-02  0.00e+00  2.96e+00 
  8100| 5.99e-05  4.73e-04  3.42e-05 -7.72e-02 -7.71e-02  0.00e+00  3.00e+00 
  8200| 5.97e-05  4.69e-04  3.43e-05 -7.72e-02 -7.71e-02  0.00e+00  3.03e+00 
  8300| 5.95e-05  4.66e-04  3.45e-05 -7.72e-02 -7.72e-02  0.00e+00  3.07e+00 
  8400| 5.93e-05  4.63e-04  3.47e-05 -7.72e-02 -7.72e-02  0.00e+00  3.10e+00 
  8500| 5.91e-05  4.60e-04  3.48e-05 -7.73e-02 -7.72e-02  0.00e+00  3.14e+00 
  8600| 5.90e-05  4.57e-04  3.50e-05 -7.73e-02 -7.72e-02  0.00e+00  3.17e+00 
  8700| 5.88e-05  4.54e-04  3.51e-05 -7.73e-02 -7.73e-02  0.00e+00  3.21e+00 
  8800| 5.86e-05  4.51e-04  3.53e-05 -7.73e-02 -7.73e-02  0.00e+00  3.24e+00 
  8900| 5.84e-05  4.48e-04  3.54e-05 -7.73e-02 -7.73e-02  0.00e+00  3.28e+00 
  9000| 5.82e-05  4.45e-04  3.56e-05 -7.74e-02 -7.73e-02  0.00e+00  3.31e+00 
  9100| 5.80e-05  4.42e-04  3.57e-05 -7.74e-02 -7.73e-02  0.00e+00  3.35e+00 
  9200| 5.78e-05  4.39e-04  3.58e-05 -7.74e-02 -7.73e-02  0.00e+00  3.38e+00 
