----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 255
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 51, constraints m = 178
Cones:	primal zero / dual free vars: 24
	linear vars: 52
	soc vars: 18, soc blks: 3
	sd vars: 84, sd blks: 3
Setup time: 2.33e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  3.98e-04 
   100| 4.79e-03  1.63e-02  6.40e-03 -5.60e-02 -4.89e-02  1.15e-17  5.12e-03 
   200| 1.81e-03  1.08e-02  4.12e-03 -5.32e-02 -4.87e-02  2.16e-17  9.86e-03 
   300| 9.85e-04  6.41e-03  5.40e-03 -5.71e-02 -5.11e-02  1.47e-17  1.45e-02 
   400| 6.44e-04  4.77e-03  4.21e-03 -5.73e-02 -5.26e-02  1.66e-17  1.92e-02 
   500| 3.27e-04  4.14e-03  4.63e-03 -5.87e-02 -5.35e-02  1.86e-17  2.39e-02 
   600| 3.03e-04  3.18e-03  4.16e-03 -5.94e-02 -5.48e-02  2.08e-17  2.84e-02 
   700| 2.11e-04  2.69e-03  3.86e-03 -6.00e-02 -5.57e-02  7.72e-18  3.30e-02 
   800| 1.56e-04  2.31e-03  3.77e-03 -6.07e-02 -5.65e-02  4.26e-17  3.77e-02 
   900| 1.74e-04  1.96e-03  3.46e-03 -6.11e-02 -5.72e-02  9.37e-18  4.22e-02 
  1000| 1.45e-04  1.73e-03  3.27e-03 -6.15e-02 -5.79e-02  1.02e-17  4.67e-02 
  1100| 1.37e-04  1.52e-03  3.08e-03 -6.19e-02 -5.85e-02  1.11e-17  5.11e-02 
  1200| 1.33e-04  1.35e-03  2.87e-03 -6.22e-02 -5.90e-02  1.20e-17  5.56e-02 
  1300| 1.21e-04  1.21e-03  2.70e-03 -6.25e-02 -5.95e-02  1.30e-17  6.01e-02 
  1400| 1.15e-04  1.09e-03  2.53e-03 -6.28e-02 -5.99e-02  1.39e-17  6.45e-02 
  1500| 1.08e-04  9.92e-04  2.37e-03 -6.30e-02 -6.03e-02  1.48e-17  6.89e-02 
  1600| 1.01e-04  9.07e-04  2.22e-03 -6.32e-02 -6.07e-02  1.58e-17  7.34e-02 
  1700| 9.57e-05  8.32e-04  2.08e-03 -6.34e-02 -6.10e-02  1.67e-17  7.77e-02 
  1800| 8.99e-05  7.68e-04  1.95e-03 -6.35e-02 -6.13e-02  5.29e-17  8.21e-02 
  1900| 8.44e-05  7.11e-04  1.83e-03 -6.37e-02 -6.16e-02  1.85e-17  8.65e-02 
  2000| 7.94e-05  6.61e-04  1.71e-03 -6.38e-02 -6.19e-02  1.94e-17  9.09e-02 
  2100| 7.45e-05  6.17e-04  1.60e-03 -6.39e-02 -6.21e-02  2.03e-17  9.52e-02 
  2200| 7.00e-05  5.77e-04  1.50e-03 -6.40e-02 -6.23e-02  2.12e-17  9.95e-02 
  2300| 6.57e-05  5.42e-04  1.40e-03 -6.41e-02 -6.25e-02  2.20e-17  1.04e-01 
  2400| 6.16e-05  5.10e-04  1.31e-03 -6.41e-02 -6.27e-02  2.28e-17  1.08e-01 
  2500| 5.78e-05  4.82e-04  1.23e-03 -6.42e-02 -6.28e-02  2.36e-17  1.13e-01 
  2600| 5.42e-05  4.57e-04  1.15e-03 -6.43e-02 -6.30e-02  2.44e-17  1.17e-01 
  2700| 5.08e-05  4.34e-04  1.07e-03 -6.43e-02 -6.31e-02  2.51e-17  1.21e-01 
  2800| 4.76e-05  4.13e-04  1.00e-03 -6.43e-02 -6.32e-02  2.58e-17  1.25e-01 
  2900| 4.46e-05  3.94e-04  9.35e-04 -6.44e-02 -6.33e-02  2.65e-17  1.30e-01 
  3000| 4.18e-05  3.78e-04  8.72e-04 -6.44e-02 -6.34e-02  2.71e-17  1.34e-01 
