----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 244
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 58, constraints m = 175
Cones:	primal zero / dual free vars: 22
	linear vars: 49
	soc vars: 12, soc blks: 2
	sd vars: 56, sd blks: 2
	exp vars: 36, dual exp vars: 0
Setup time: 2.01e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  5.86e-04 
   100| 3.98e-03  1.11e-02  1.75e-02 -1.01e-01 -7.99e-02  7.53e-17  4.88e-02 
   200| 2.29e-03  6.16e-03  1.95e-02 -9.20e-02 -6.93e-02  0.00e+00  9.06e-02 
   300| 1.33e-03  5.09e-03  1.92e-02 -8.56e-02 -6.36e-02  0.00e+00  1.16e-01 
   400| 8.33e-04  3.55e-03  1.47e-02 -7.91e-02 -6.24e-02  6.93e-17  1.40e-01 
   500| 6.88e-04  2.65e-03  1.10e-02 -7.45e-02 -6.20e-02  7.99e-17  1.65e-01 
   600| 4.17e-04  2.19e-03  1.02e-02 -7.35e-02 -6.18e-02  0.00e+00  1.89e-01 
   700| 3.25e-04  1.80e-03  8.81e-03 -7.22e-02 -6.22e-02  0.00e+00  2.12e-01 
   800| 3.27e-04  1.54e-03  6.91e-03 -7.02e-02 -6.24e-02  0.00e+00  2.34e-01 
   900| 2.13e-04  1.38e-03  6.38e-03 -6.98e-02 -6.26e-02  0.00e+00  2.57e-01 
  1000| 1.72e-04  1.20e-03  5.63e-03 -6.94e-02 -6.30e-02  0.00e+00  2.79e-01 
  1100| 1.85e-04  1.09e-03  4.53e-03 -6.85e-02 -6.33e-02  6.58e-17  3.02e-01 
  1200| 1.25e-04  1.01e-03  4.14e-03 -6.83e-02 -6.36e-02  0.00e+00  3.24e-01 
  1300| 1.03e-04  9.19e-04  3.68e-03 -6.81e-02 -6.39e-02  0.00e+00  3.47e-01 
  1400| 1.14e-04  8.57e-04  3.01e-03 -6.76e-02 -6.42e-02  0.00e+00  3.69e-01 
  1500| 8.37e-05  8.11e-04  2.72e-03 -6.75e-02 -6.44e-02  7.70e-17  3.90e-01 
  1600| 7.27e-05  7.62e-04  2.42e-03 -6.74e-02 -6.46e-02  0.00e+00  4.12e-01 
  1700| 8.04e-05  7.26e-04  2.01e-03 -6.71e-02 -6.48e-02  0.00e+00  4.33e-01 
  1800| 6.78e-05  6.97e-04  1.80e-03 -6.71e-02 -6.50e-02  0.00e+00  4.55e-01 
  1900| 6.36e-05  6.68e-04  1.60e-03 -6.70e-02 -6.52e-02  0.00e+00  4.77e-01 
  2000| 6.75e-05  6.45e-04  1.35e-03 -6.69e-02 -6.53e-02  0.00e+00  4.99e-01 
  2100| 6.36e-05  6.26e-04  1.20e-03 -6.68e-02 -6.55e-02  0.00e+00  5.20e-01 
  2200| 6.25e-05  6.07e-04  1.06e-03 -6.68e-02 -6.56e-02  0.00e+00  5.41e-01 
  2300| 6.44e-05  5.92e-04  9.04e-04 -6.67e-02 -6.57e-02  0.00e+00  5.63e-01 
  2400| 6.36e-05  5.78e-04  8.00e-04 -6.67e-02 -6.58e-02  0.00e+00  5.84e-01 
  2500| 6.35e-05  5.66e-04  7.10e-04 -6.67e-02 -6.59e-02  0.00e+00  6.05e-01 
  2600| 6.45e-05  5.55e-04  6.10e-04 -6.67e-02 -6.60e-02  0.00e+00  6.26e-01 
  2700| 6.45e-05  5.45e-04  5.39e-04 -6.67e-02 -6.61e-02  0.00e+00  6.46e-01 
  2800| 6.47e-05  5.36e-04  4.79e-04 -6.67e-02 -6.61e-02  0.00e+00  6.67e-01 
  2900| 6.52e-05  5.28e-04  4.16e-04 -6.67e-02 -6.62e-02  0.00e+00  6.88e-01 
  3000| 6.54e-05  5.20e-04  3.68e-04 -6.67e-02 -6.62e-02  0.00e+00  7.09e-01 
  3100| 6.56e-05  5.13e-04  3.28e-04 -6.67e-02 -6.63e-02  0.00e+00  7.29e-01 
  3200| 6.58e-05  5.07e-04  2.87e-04 -6.67e-02 -6.63e-02  0.00e+00  7.49e-01 
  3300| 6.60e-05  5.01e-04  2.55e-04 -6.67e-02 -6.64e-02  0.00e+00  7.70e-01 
  3400| 6.61e-05  4.95e-04  2.29e-04 -6.67e-02 -6.64e-02  0.00e+00  7.90e-01 
  3500| 6.62e-05  4.90e-04  2.03e-04 -6.67e-02 -6.65e-02  0.00e+00  8.10e-01 
  3600| 6.62e-05  4.85e-04  1.82e-04 -6.67e-02 -6.65e-02  0.00e+00  8.31e-01 
  3700| 6.63e-05  4.81e-04  1.64e-04 -6.67e-02 -6.65e-02  0.00e+00  8.51e-01 
  3800| 6.63e-05  4.76e-04  1.47e-04 -6.67e-02 -6.66e-02  0.00e+00  8.71e-01 
  3900| 6.63e-05  4.72e-04  1.33e-04 -6.67e-02 -6.66e-02  0.00e+00  8.92e-01 
  4000| 6.62e-05  4.68e-04  1.22e-04 -6.68e-02 -6.66e-02  0.00e+00  9.12e-01 
  4100| 6.62e-05  4.64e-04  1.11e-04 -6.68e-02 -6.67e-02  0.00e+00  9.32e-01 
  4200| 6.61e-05  4.60e-04  1.02e-04 -6.68e-02 -6.67e-02  0.00e+00  9.53e-01 
  4300| 6.60e-05  4.57e-04  9.42e-05 -6.68e-02 -6.67e-02  0.00e+00  9.73e-01 
  4400| 6.59e-05  4.53e-04  8.73e-05 -6.68e-02 -6.67e-02  0.00e+00  9.93e-01 
  4500| 6.58e-05  4.50e-04  8.15e-05 -6.68e-02 -6.67e-02  0.00e+00  1.01e+00 
  4600| 6.57e-05  4.46e-04  7.65e-05 -6.69e-02 -6.68e-02  0.00e+00  1.03e+00 
  4700| 6.56e-05  4.43e-04  7.21e-05 -6.69e-02 -6.68e-02  0.00e+00  1.05e+00 
  4800| 6.55e-05  4.40e-04  6.83e-05 -6.69e-02 -6.68e-02  0.00e+00  1.07e+00 
  4900| 6.54e-05  4.37e-04  6.51e-05 -6.69e-02 -6.68e-02  0.00e+00  1.09e+00 
  5000| 6.52e-05  4.34e-04  6.23e-05 -6.69e-02 -6.69e-02  0.00e+00  1.11e+00 
  5100| 6.51e-05  4.31e-04  5.99e-05 -6.69e-02 -6.69e-02  0.00e+00  1.13e+00 
  5200| 6.50e-05  4.28e-04  5.79e-05 -6.70e-02 -6.69e-02  0.00e+00  1.15e+00 
  5300| 6.48e-05  4.25e-04  5.61e-05 -6.70e-02 -6.69e-02  0.00e+00  1.17e+00 
  5400| 6.47e-05  4.23e-04  5.46e-05 -6.70e-02 -6.69e-02  0.00e+00  1.20e+00 
  5500| 6.45e-05  4.20e-04  5.33e-05 -6.70e-02 -6.69e-02  0.00e+00  1.22e+00 
  5600| 6.44e-05  4.17e-04  5.23e-05 -6.70e-02 -6.70e-02  0.00e+00  1.24e+00 
  5700| 6.42e-05  4.15e-04  5.14e-05 -6.70e-02 -6.70e-02  0.00e+00  1.26e+00 
