----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 8372
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 824, constraints m = 2417
Cones:	primal zero / dual free vars: 328
	linear vars: 673
	soc vars: 208, soc blks: 8
	sd vars: 728, sd blks: 8
	exp vars: 480, dual exp vars: 0
Setup time: 1.82e-03s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  2.70e-03 
   100| 3.30e-03  1.74e-02  4.80e-02 -1.63e-01 -1.03e-01  2.37e-15  2.91e-01 
   200| 1.76e-03  1.51e-02  3.86e-02 -1.34e-01 -8.73e-02  1.22e-15  5.70e-01 
   300| 1.28e-03  7.78e-03  3.41e-02 -1.22e-01 -8.07e-02  1.25e-15  7.85e-01 
   400| 1.03e-03  4.07e-03  3.05e-02 -1.13e-01 -7.67e-02  1.28e-15  9.47e-01 
   500| 8.14e-04  4.32e-03  2.77e-02 -1.07e-01 -7.40e-02  0.00e+00  1.10e+00 
   600| 6.84e-04  3.31e-03  2.54e-02 -1.02e-01 -7.20e-02  1.32e-15  1.26e+00 
   700| 6.00e-04  2.07e-03  2.36e-02 -9.80e-02 -7.04e-02  0.00e+00  1.41e+00 
   800| 5.30e-04  1.64e-03  2.24e-02 -9.51e-02 -6.91e-02  0.00e+00  1.55e+00 
   900| 4.75e-04  1.29e-03  2.12e-02 -9.27e-02 -6.80e-02  0.00e+00  1.69e+00 
  1000| 4.34e-04  8.97e-04  2.03e-02 -9.06e-02 -6.71e-02  0.00e+00  1.82e+00 
  1100| 3.98e-04  7.48e-04  1.93e-02 -8.87e-02 -6.64e-02  0.00e+00  1.96e+00 
  1200| 3.67e-04  7.35e-04  1.85e-02 -8.71e-02 -6.57e-02  0.00e+00  2.09e+00 
  1300| 3.41e-04  6.17e-04  1.78e-02 -8.56e-02 -6.51e-02  0.00e+00  2.22e+00 
  1400| 3.19e-04  5.42e-04  1.71e-02 -8.42e-02 -6.46e-02  0.00e+00  2.36e+00 
  1500| 2.99e-04  5.10e-04  1.65e-02 -8.30e-02 -6.41e-02  0.00e+00  2.49e+00 
  1600| 2.82e-04  4.78e-04  1.59e-02 -8.19e-02 -6.37e-02  0.00e+00  2.62e+00 
  1700| 2.66e-04  4.55e-04  1.54e-02 -8.09e-02 -6.33e-02  0.00e+00  2.76e+00 
  1800| 2.52e-04  4.31e-04  1.49e-02 -8.00e-02 -6.30e-02  0.00e+00  2.89e+00 
  1900| 2.39e-04  4.10e-04  1.44e-02 -7.91e-02 -6.26e-02  0.00e+00  3.03e+00 
  2000| 2.27e-04  3.94e-04  1.40e-02 -7.83e-02 -6.24e-02  0.00e+00  3.17e+00 
  2100| 2.16e-04  3.78e-04  1.36e-02 -7.76e-02 -6.21e-02  0.00e+00  3.31e+00 
  2200| 2.07e-04  3.63e-04  1.32e-02 -7.68e-02 -6.18e-02  0.00e+00  3.45e+00 
  2300| 1.97e-04  3.50e-04  1.28e-02 -7.62e-02 -6.16e-02  0.00e+00  3.59e+00 
  2400| 1.89e-04  3.38e-04  1.25e-02 -7.56e-02 -6.14e-02  0.00e+00  3.71e+00 
  2500| 1.81e-04  3.26e-04  1.21e-02 -7.50e-02 -6.12e-02  0.00e+00  3.85e+00 
  2600| 1.74e-04  3.16e-04  1.18e-02 -7.44e-02 -6.10e-02  0.00e+00  3.99e+00 
  2700| 1.67e-04  3.06e-04  1.15e-02 -7.39e-02 -6.08e-02  0.00e+00  4.13e+00 
  2800| 1.61e-04  2.96e-04  1.12e-02 -7.34e-02 -6.07e-02  0.00e+00  4.27e+00 
  2900| 1.55e-04  2.87e-04  1.10e-02 -7.29e-02 -6.05e-02  0.00e+00  4.41e+00 
  3000| 1.49e-04  2.79e-04  1.07e-02 -7.25e-02 -6.04e-02  0.00e+00  4.55e+00 
  3100| 1.44e-04  2.71e-04  1.04e-02 -7.21e-02 -6.02e-02  0.00e+00  4.69e+00 
  3200| 1.39e-04  2.63e-04  1.02e-02 -7.17e-02 -6.01e-02  0.00e+00  4.83e+00 
  3300| 1.34e-04  2.56e-04  9.96e-03 -7.13e-02 -6.00e-02  0.00e+00  4.98e+00 
  3400| 1.30e-04  2.50e-04  9.73e-03 -7.09e-02 -5.99e-02  0.00e+00  5.12e+00 
  3500| 1.26e-04  2.43e-04  9.51e-03 -7.05e-02 -5.98e-02  0.00e+00  5.27e+00 
  3600| 1.22e-04  2.37e-04  9.30e-03 -7.02e-02 -5.97e-02  0.00e+00  5.42e+00 
  3700| 1.18e-04  2.31e-04  9.10e-03 -6.99e-02 -5.96e-02  0.00e+00  5.56e+00 
  3800| 1.14e-04  2.26e-04  8.90e-03 -6.96e-02 -5.95e-02  0.00e+00  5.71e+00 
  3900| 1.11e-04  2.20e-04  8.71e-03 -6.92e-02 -5.94e-02  0.00e+00  5.85e+00 
  4000| 1.07e-04  2.15e-04  8.53e-03 -6.90e-02 -5.93e-02  0.00e+00  5.99e+00 
  4100| 1.04e-04  2.10e-04  8.35e-03 -6.87e-02 -5.93e-02  0.00e+00  6.12e+00 
  4200| 1.01e-04  2.06e-04  8.17e-03 -6.84e-02 -5.92e-02  0.00e+00  6.25e+00 
  4300| 9.85e-05  2.01e-04  8.01e-03 -6.81e-02 -5.91e-02  0.00e+00  6.37e+00 
  4400| 9.57e-05  1.97e-04  7.84e-03 -6.79e-02 -5.91e-02  0.00e+00  6.49e+00 
  4500| 9.31e-05  1.93e-04  7.68e-03 -6.76e-02 -5.90e-02  0.00e+00  6.60e+00 
  4600| 9.06e-05  1.89e-04  7.53e-03 -6.74e-02 -5.89e-02  0.00e+00  6.72e+00 
  4700| 8.82e-05  1.85e-04  7.38e-03 -6.72e-02 -5.89e-02  0.00e+00  6.83e+00 
  4800| 8.59e-05  1.81e-04  7.24e-03 -6.70e-02 -5.88e-02  0.00e+00  6.95e+00 
  4900| 8.36e-05  1.77e-04  7.09e-03 -6.68e-02 -5.88e-02  0.00e+00  7.06e+00 
  5000| 8.15e-05  1.74e-04  6.96e-03 -6.65e-02 -5.87e-02  0.00e+00  7.17e+00 
  5100| 7.94e-05  1.71e-04  6.82e-03 -6.63e-02 -5.87e-02  0.00e+00  7.28e+00 
  5200| 7.75e-05  1.68e-04  6.69e-03 -6.62e-02 -5.86e-02  0.00e+00  7.40e+00 
  5300| 7.56e-05  1.64e-04  6.57e-03 -6.60e-02 -5.86e-02  0.00e+00  7.51e+00 
  5400| 7.37e-05  1.61e-04  6.44e-03 -6.58e-02 -5.85e-02  0.00e+00  7.62e+00 
  5500| 7.19e-05  1.59e-04  6.32e-03 -6.56e-02 -5.85e-02  0.00e+00  7.73e+00 
  5600| 7.02e-05  1.56e-04  6.20e-03 -6.54e-02 -5.85e-02  0.00e+00  7.84e+00 
  5700| 6.86e-05  1.53e-04  6.09e-03 -6.53e-02 -5.84e-02  0.00e+00  7.95e+00 
  5800| 6.70e-05  1.51e-04  5.98e-03 -6.51e-02 -5.84e-02  0.00e+00  8.07e+00 
  5900| 6.55e-05  1.48e-04  5.87e-03 -6.49e-02 -5.84e-02  0.00e+00  8.18e+00 
  6000| 6.40e-05  1.46e-04  5.76e-03 -6.48e-02 -5.83e-02  0.00e+00  8.29e+00 
  6100| 6.25e-05  1.43e-04  5.66e-03 -6.46e-02 -5.83e-02  0.00e+00  8.40e+00 
  6200| 6.11e-05  1.41e-04  5.55e-03 -6.45e-02 -5.83e-02  0.00e+00  8.51e+00 
  6300| 5.98e-05  1.39e-04  5.45e-03 -6.44e-02 -5.82e-02  0.00e+00  8.62e+00 
  6400| 5.85e-05  1.37e-04  5.36e-03 -6.42e-02 -5.82e-02  0.00e+00  8.73e+00 
  6500| 5.72e-05  1.34e-04  5.26e-03 -6.41e-02 -5.82e-02  0.00e+00  8.83e+00 
  6600| 5.60e-05  1.32e-04  5.17e-03 -6.40e-02 -5.82e-02  0.00e+00  8.93e+00 
  6700| 5.48e-05  1.30e-04  5.08e-03 -6.38e-02 -5.81e-02  0.00e+00  9.04e+00 
  6800| 5.37e-05  1.29e-04  4.99e-03 -6.37e-02 -5.81e-02  0.00e+00  9.14e+00 
  6900| 5.26e-05  1.27e-04  4.90e-03 -6.36e-02 -5.81e-02  0.00e+00  9.24e+00 
  7000| 5.15e-05  1.25e-04  4.82e-03 -6.35e-02 -5.81e-02  0.00e+00  9.34e+00 
  7100| 5.04e-05  1.23e-04  4.73e-03 -6.34e-02 -5.80e-02  0.00e+00  9.44e+00 
  7200| 4.94e-05  1.21e-04  4.65e-03 -6.32e-02 -5.80e-02  0.00e+00  9.54e+00 
  7300| 4.84e-05  1.20e-04  4.57e-03 -6.31e-02 -5.80e-02  0.00e+00  9.64e+00 
  7400| 4.75e-05  1.18e-04  4.49e-03 -6.30e-02 -5.80e-02  0.00e+00  9.75e+00 
  7500| 4.65e-05  1.17e-04  4.42e-03 -6.29e-02 -5.80e-02  0.00e+00  9.85e+00 
  7600| 4.56e-05  1.15e-04  4.34e-03 -6.28e-02 -5.80e-02  0.00e+00  9.95e+00 
  7700| 4.48e-05  1.14e-04  4.27e-03 -6.27e-02 -5.79e-02  0.00e+00  1.00e+01 
  7800| 4.39e-05  1.12e-04  4.19e-03 -6.26e-02 -5.79e-02  0.00e+00  1.01e+01 
  7900| 4.31e-05  1.11e-04  4.12e-03 -6.25e-02 -5.79e-02  0.00e+00  1.02e+01 
  8000| 4.23e-05  1.09e-04  4.05e-03 -6.24e-02 -5.79e-02  0.00e+00  1.04e+01 
  8100| 4.15e-05  1.08e-04  3.99e-03 -6.24e-02 -5.79e-02  0.00e+00  1.05e+01 
  8200| 4.07e-05  1.07e-04  3.92e-03 -6.23e-02 -5.79e-02  0.00e+00  1.06e+01 
  8300| 4.00e-05  1.05e-04  3.86e-03 -6.22e-02 -5.79e-02  0.00e+00  1.07e+01 
  8400| 3.92e-05  1.04e-04  3.79e-03 -6.21e-02 -5.78e-02  0.00e+00  1.08e+01 
  8500| 3.85e-05  1.03e-04  3.73e-03 -6.20e-02 -5.78e-02  0.00e+00  1.09e+01 
  8600| 3.79e-05  1.02e-04  3.67e-03 -6.19e-02 -5.78e-02  0.00e+00  1.10e+01 
  8700| 3.72e-05  1.01e-04  3.61e-03 -6.19e-02 -5.78e-02  0.00e+00  1.11e+01 
  8800| 3.65e-05  9.95e-05  3.55e-03 -6.18e-02 -5.78e-02  0.00e+00  1.12e+01 
  8900| 3.59e-05  9.84e-05  3.49e-03 -6.17e-02 -5.78e-02  0.00e+00  1.13e+01 
  9000| 3.53e-05  9.73e-05  3.43e-03 -6.16e-02 -5.78e-02  0.00e+00  1.14e+01 
  9100| 3.47e-05  9.63e-05  3.38e-03 -6.16e-02 -5.78e-02  0.00e+00  1.15e+01 
  9200| 3.41e-05  9.53e-05  3.32e-03 -6.15e-02 -5.78e-02  0.00e+00  1.16e+01 
  9300| 3.35e-05  9.43e-05  3.27e-03 -6.14e-02 -5.78e-02  0.00e+00  1.17e+01 
  9400| 3.30e-05  9.33e-05  3.22e-03 -6.13e-02 -5.77e-02  0.00e+00  1.18e+01 
